WAD_absolute_monarchy;Wadai Sultanate;;;;;;;;;;;;;
WAD_prussian_constitutionalism;Wadai Sultanate;;;;;;;;;;;;;
WAD_hms_government;Wadai Sultanate;;;;;;;;;;;;;
ADW;Adamawa;;;;;;;;;;;;;
ADW_ADJ;Adamawan;;;;;;;;;;;;;
ADW_absolute_monarchy;Adamawa;;;;;;;;;;;;;
ADW_prussian_constitutionalism;Adamawa;;;;;;;;;;;;;
ADW_hms_government;Adamawa;;;;;;;;;;;;;
ADW_democracy;Adamawa Republic;;;;;;;;;;;;;
ADW_fascist;Adamawa Caliphate;;;;;;;;;;;;;
ADW_communist;Socialist Republic of Adamawa;;;;;;;;;;;;;
BRM;Baguirmi;;;;;;;;;;;;;
BRM_ADJ;Baguirmi;;;;;;;;;;;;;
BRM_absolute_monarchy;Baguirmi;;;;;;;;;;;;;
BRM_prussian_constitutionalism;Baguirmi;;;;;;;;;;;;;
BRM_hms_government;Baguirmi;;;;;;;;;;;;;
BRM_democracy;Baguirmi Republic;;;;;;;;;;;;;
BRM_fascist;Baguirmi;;;;;;;;;;;;;
BRM_communist;Socialist Republic of Baguirmi;;;;;;;;;;;;;
SHK;Shilluk;;;;;;;;;;;;;
SHK_ADJ;Shilluki;;;;;;;;;;;;;
SHK_absolute_monarchy;Shilluk Kingdom;;;;;;;;;;;;;
SHK_prussian_constitutionalism;Shilluk Kingdom;;;;;;;;;;;;;
SHK_hms_government;Shilluk Kingdom;;;;;;;;;;;;;
SHK_conservative;Shilluk Podh Faction;;;;;;;;;;;;;
SHK_liberal;Reformist Faction;;;;;;;;;;;;;
SHK_reactionary;Royal Holiness Faction;;;;;;;;;;;;;
SHK_anarcho_liberal;Shilluk Libertarian Front;;;;;;;;;;;;;
SHK_socialist;Shilluk Socialist Front;;;;;;;;;;;;;
SHK_communist;Shilluk People's Front;;;;;;;;;;;;;
SHK_fascist;Shilluk National Front;;;;;;;;;;;;;
MUG_absolute_monarchy;The Mughal Empire;;;;;;;;;;;;;
MUG_prussian_constitutionalism;The Mughal Empire;;;;;;;;;;;;;
MUG_french_bourbon;The Gurkani Republic;;;;;;;;;;;;;
MUG_conservative;Mir Saman;;;;;;;;;;;;;
MUG_liberal;Hanafi;;;;;;;;;;;;;
MUG_reactionary;Mir Bakshi;;;;;;;;;;;;;
MUG_anarcho_liberal;The Radical Party;;;;;;;;;;;;;
MUG_socialist;The Socialist Party;;;;;;;;;;;;;
MUG_communist;The Communist Party;;;;;;;;;;;;;
MUG_fascist;The Fascist Party;;;;;;;;;;;;;
WRL;Warsangali;;;;;;;;;;;;;
WRL_ADJ;Somali;;;;;;;;;;;;;
CAN_liberal;Liberal Party;Parti lib?al;Liberale Partei;;Partido Liberal;;;;;;;;;
CAN_anarcho_liberal;One Big Union;Parti radical;Radical Party;;Partido Radical;;;;;;;;;
CAN_fascist;National Unity Party;;;;;;;;;;;;;
BRZ_liberal;Partido Liberal;Partido Liberal;Partido Liberal;;Partido Liberal;;;;;;;;;
BRZ_conservative;Partido Conservador;;;;;;;;;;;;;
BRZ_reactionary;Partido Restaurador;;;;;;;;;;;;;
BRZ_reactionary2;Partido Republicano Riograndense;;;;;;;;;;;;;
BRZ_conservative_2;Partido Republicano Paulista;;;;;;;;;;;;;
BRZ_liberal_2;Partido Republicano Carioca;;;;;;;;;;;;;
BRZ_anarcho_liberal;Partido Anarquista;;;;;;;;;;;;;
BRZ_socialist;Partido Socialista;;;;;;;;;;;;;
BRZ_communist;Partido Comunista;;;;;;;;;;;;;
BRZ_fascist;AÁ„o Integralista Brasileira;;;;;;;;;;;;;
PNB;Pernambuco;;;;;;;;;;;;;
PNB_ADJ;Pernambucano;;;;;;;;;;;;;
SWI_communist;Kommunistische Partei;;;;;;;;;;;;;
SWI_proletarian_dictatorship;Helvetic Republic;;;;;;;;;;;;;
SWI_fascist;Nationale Front;;;;;;;;;;;;;
FRA_fascist;Parti Franciste;;;;;;;;;;;;;
FRA_reactionary_2;Droite Nationaliste;;;;;;;;;;;;;
FRA_anarcho_liberal;RÈpublicain Radical;;;;;;;;;;;;;
GER_fascist;NSDAP;;;;;;;;;;;;;
POL_fascist;ONR-Falanga;;;;;;;;;;;;;
HAI_conservative;Parti National;;;;;;;;;;;;;
HAI_liberal;Parti Liberal;;;;;;;;;;;;;
HAI_reactionary;Haitien Nationaliste Parti;;;;;;;;;;;;;
HAI_anarcho_liberal;Parti Radical;;;;;;;;;;;;;
HAI_socialist;Parti Socialiste;;;;;;;;;;;;;
HAI_communist;Parti Communiste Haitien;;;;;;;;;;;;;
HAI_fascist;Parti Fasciste;;;;;;;;;;;;;
CHK;Champassak;Champassak;Champassak;Champasak;Champasak;Champassak;Champassak;Champassak;;;;;;
CHK_ADJ;Champassaki;champassak;Champassaki;Champasak;Champassak;Champassaki;Champassakijsk˝;;;;;;;
CHK_conservative;Royal Faction;;;;;;;;;;;;;
CHK_liberal;The Liberal Faction;;;;;;;;;;;;;
CHK_reactionary;The Nationalist Faction;;;;;;;;;;;;;
CHK_anarcho_liberal;The Radical Faction;;;;;;;;;;;;;
CHK_socialist;The Socialist Faction;;;;;;;;;;;;;
CHK_communist;The Communist Faction;;;;;;;;;;;;;
CHK_fascist;The Fascist Faction;;;;;;;;;;;;;
CRO_conservative;Hrvatska Stranka Prava;;;;;;;;;;;;;
CRO_liberal;Narodna Stranka;;;;;;;;;;;;;
CRO_reactionary;Nacionalisticka Partija;;;;;;;;;;;;;
CRO_anarcho_liberal;Anarhisticki Partija;;;;;;;;;;;;;
CRO_socialist;Socijalisticka Partija;;;;;;;;;;;;;
CRO_communist;Komunisticka Partija;;;;;;;;;;;;;
CRO_fascist;Ustasha;;;;;;;;;;;;;
ABU;United Arab Emirates;;;;;;;;;;;;;
ABU_ADJ;Emirati;;;;;;;;;;;;;
ABU_absolute_monarchy;The Trucial States;;;;;;;;;;;;;
ABU_absolute_monarchy_ADJ;Trucial;;;;;;;;;;;;;
ABU_bourgeois_dictatorship;United Arab Councils;;;;;;;;;;;;;
ABU_bourgeois_dictatorship_ADJ;Arabic;;;;;;;;;;;;;
ABU_french_bourbon;The Emirate;;;;;;;;;;;;;
ABU_french_bourbon_ADJ;Emirati;;;;;;;;;;;;;
ACR;Acre;;;;;;;;;;;;;
ACR_ADJ;Acrean;;;;;;;;;;;;;
ACR_liberal;Partido Liberal;Partido Liberal;Partido Liberal;;;;;;;;;;;
ACR_conservative;Partido Conservador;Partido Conservador;Partido Conservador;;;;;;;;;;;
ACR_reactionary;Partido Caramuru;Partido Caramuru;Partido Caramuru;;;;;;;;;;;
ACR_anarcho_liberal;Partido Radical;Partido Radical;Partido Radical;;;;;;;;;;;
ACR_socialist;Partido Socialist;Partido socialiste;Partido Socialist;;;;;;;;;;;
ACR_communist;Partido Communist;Partido communiste;Partido Communist;;;;;;;;;;;
ACR_fascist;Partido Fascist;Partido fasciste;Partido Fascist;;;;;;;;;;;
EZO;Ezo;;;;;;;;;;;;;
EZO_ADJ;Ezo;;;;;;;;;;;;;
EZO_democracy;The Republic of Ezo;;;;;;;;;;;;;
EZO_presidential_dictatorship;The Republic of Ezo;;;;;;;;;;;;;
EZO_french_bourbon;The Shogunate;;;;;;;;;;;;;
EZO_conservative;Shinsengumi;;;;;;;;;;;;;
EZO_liberal;Shishi;;;;;;;;;;;;;
EZO_socialist;Progressive Party;;;;;;;;;;;;;
EZO_communist;Communist Party;;;;;;;;;;;;;
EZO_reactionary;Bakufu Faction;;;;;;;;;;;;;
EZO_anarcho_liberal;Radical Party;;;;;;;;;;;;;
EZO_fascist;Kokutai Faction;;;;;;;;;;;;;
AKH;Astrakhan;;;;;;;;;;;;;
AKH_ADJ;Astrakhan;;;;;;;;;;;;;
AKH_conservative;The Conservatives;Faction royale;Kˆnigsfraktion;;;;;;;;;;;
AKH_liberal;The Liberals;Faction libÈrale;Die liberale Fraktion;;;;;;;;;;;
AKH_reactionary;The Khanate Faction;Faction nationaliste;Die nationalistische Fraktion;;;;;;;;;;;
AKH_anarcho_liberal;The Libertains;Faction radicale;Die radikale Fraktion;;;;;;;;;;;
AKH_socialist;The Socialists;Faction socialiste;Die sozialistische Fraktion;;;;;;;;;;;
AKH_communist;The Communists;Faction communiste;Die kommunistische Fraktion;;;;;;;;;;;
AKH_fascist;The Mongolian Faction;Faction fasciste;Die faschistische Fraktion;;;;;;;;;;;
ALS;Elsass;;;;;;;;;;;;;
ALS_ADJ;Alsatian ;;;;;;;;;;;;;
ALS_liberal;Liberaldem. Partei;Liberaldem. Partei;Liberaldem. Partei;;;;;;;;;;;
ALS_conservative;Zentrumspartei;Zentrumspartei;Zentrumspartei;;;;;;;;;;;
ALS_liberal_2;Nationalliberale ;Nationalliberale ;Nationalliberale ;;;;;;;;;;;
ALS_socialist;Deutscher Arbeiterverein;Deutscher Arbeiterverein;Deutscher Arbeiterverein;;;;;;;;;;;
ALS_reactionary;Nationale Partei;Nationale Partei;Nationale Partei;;;;;;;;;;;
ALS_anarcho_liberal;Radical Arbeiterpartei;Arbeiterpartei radical;Radikale Arbeiterpartei;;;;;;;;;;;
ALS_communist;Communist Arbeiterpartei;Arbeiterpartei communiste;Kommunistische Arbeiterpartei;;;;;;;;;;;
ALS_fascist;NSDP;NSDP;NSDP;;;;;;;;;;;
ALT;Altai Republic;;;;;;;;;;;;;
ALT_absolute_monarchy;Altai Uriankhai;;;;;;;;;;;;;
ALT_hms_government;Altai Uriankhai;;;;;;;;;;;;;
ALT_prussian_constitutionalism;Altai Uriankhai;;;;;;;;;;;;;
ALT_khanate;Altai Uriankhai;;;;;;;;;;;;;
ALT_ADJ;Altaic;;;;;;;;;;;;;
ALT_conservative;The Conservatives;Faction royale;Kˆnigsfraktion;;;;;;;;;;;
ALT_liberal;The Liberals;Faction libÈrale;Die liberale Fraktion;;;;;;;;;;;
ALT_reactionary;The Khanate Faction;Faction nationaliste;Die nationalistische Fraktion;;;;;;;;;;;
ALT_anarcho_liberal;The Libertains;Faction radicale;Die radikale Fraktion;;;;;;;;;;;
ALT_socialist;The Socialists;Faction socialiste;Die sozialistische Fraktion;;;;;;;;;;;
ALT_communist;The Communists;Faction communiste;Die kommunistische Fraktion;;;;;;;;;;;
ALT_fascist;The Mongolian Faction;Faction fasciste;Die faschistische Fraktion;;;;;;;;;;;
ANG;Angola;;;;;;;;;;;;;
ANG_ADJ;Angolan;;;;;;;;;;;;;
ANG_liberal;Liberal Democratic Party;;;;;;;;;;;;;
ANG_conservative;FNLA;;;;;;;;;;;;;
ANG_socialist;Social Renewal Party;;;;;;;;;;;;;
ANG_reactionary;UNITA;;;;;;;;;;;;;
ANG_anarcho_liberal;Radical-Liberal Party of Angola;;;;;;;;;;;;;
ANG_communist;MPLA;;;;;;;;;;;;;
ANG_fascist;Fascist Party of Angola;;;;;;;;;;;;;
ANI_absolute_monarchy;Antillean Empire;Empire of Antillia;Empire of Antillia;;Empire of Antillia;;;;;;;;;
ANI_french_bourbon;Antillean Republic;the Red Indies;the Red Indies;;the Red Indies;;;;;;;;;
ANI_presidential_dictatorship;Antillean Republic;Republic of Antillia;Republic of Antillia;;Republic of Antillia;;;;;;;;;
ANI_bourgeois_dictatorship;Antillean Republic;Pirates of the Caribbean;Pirates of the Caribbean;Pirates of the Caribbean;;;;;;;;;x ;
ANI;Antilles Confederation;Republic of Antillia;Republic of Antillia;;Republic of Antillia;;;;;;;;;
ANI_ADJ;Antillean;Antillean;Antillean;;Antillean;;;;;;;;;
ANT;Anatolia;;;;;;;;;;;;;
ANT_ADJ;Anatolian;;;;;;;;;;;;;
AOT;Aotearoa;Aotearoa;Aotearoa;;;;;;;;;;;
AOT_ADJ;Maori;Maori;Maori;;;;;;;;;;;
AOT_conservative;Kingitanga;Kingitanga;Kingitanga;;;;;;;;;;;
AOT_liberal;Ropu o te Rangatahi;Ropu o te Rangatahi;Ropu o te Rangatahi;;;;;;;;;;;
AOT_socialist;Ratana;Ratana;Ratana;;;;;;;;;;;
AOT_communist;Toputanga-a-iwi;Toputanga-a-iwi;Toputanga-a-iwi;;;;;;;;;;;
AOT_reactionary;Kauhanganui;Kauhanganui;Kauhanganui;;;;;;;;;;;
AOT_anarcho_liberal;Mana Maori Motuhake;Mana Maori Motuhake;Mana Maori Motuhake;;;;;;;;;;;
AOT_fascist;Kawanatanga Whakahawini;Kawanatanga Whakahawini;Kawanatanga Whakahawini;;;;;;;;;;;
ARA;Arabia;;;;;;;;;;;;;
ARA_ADJ;Arabian;;;;;;;;;;;;;
ARA_reactionary;Al Sa'ud;;;;;;;;;;;;;
ARA_reactionary2;Al Rashid;;;;;;;;;;;;;
ARA_conservative;Al Muhafidh;;;;;;;;;;;;;
ARA_liberal;Al Mutaharir;;;;;;;;;;;;;
ARA_anarcho_liberal;Al Anarkiliberali;;;;;;;;;;;;;
ARA_socialist;Al Ishtiraki;;;;;;;;;;;;;
ARA_communist;Al Shiu'i;;;;;;;;;;;;;
ARA_fascist;Al Fashi;;;;;;;;;;;;;
ARU;Arab Union;;;;;;;;;;;;;
ARU_ADJ;Arabic;;;;;;;;;;;;;
ARU_french_bourbon;Arab People's Republic;;;;;;;;;;;;;
ARU_presidential_dictatorship;Arab Republic;;;;;;;;;;;;;
ARU_bourgeois_dictatorship;Arab Republic;;;;;;;;;;;;;
ARU_democracy;United Arab States;;;;;;;;;;;;;
ASR;Asir;;;;;;;;;;;;;
ASR_ADJ;Asiri;;;;;;;;;;;;;
ASR_absolute_monarchy_ADJ;Idrisi;;;;;;;;;;;;;
ASR_prussian_constitutionalism_ADJ;Idrisi;;;;;;;;;;;;;
ASR_hms_government_ADJ;Idrisi;;;;;;;;;;;;;
ASR_reactionary;Hizb al-Hashemiyya al-Urduni;;;;;;;;;;;;;
ASR_conservative;Hizb al-Wasat al-Islami;;;;;;;;;;;;;
ASR_liberal;Yasari-d-al-Dimaqrati al-Urduni;;;;;;;;;;;;;
ASR_anarcho_liberal;Al Anarkiliberali;;;;;;;;;;;;;
ASR_socialist;Hizb al-Baath al-Ishtiraki al-Urduni;;;;;;;;;;;;;
ASR_communist;Al-Hizb al-Shuyui al-Urduni;;;;;;;;;;;;;
ASR_fascist;Hizb al-Mustaqbal;;;;;;;;;;;;;
ASM;Assam;;;;;;;;;;;;;
ASM_ADJ;Assamese;;;;;;;;;;;;;
ASM_french_bourbon;Assamese Republic;;;;;;;;;;;;;
ASM_presidential_dictatorship;Assamese Republic;;;;;;;;;;;;;
ASM_bourgeois_dictatorship;Assamese Republic;;;;;;;;;;;;;
ASM_conservative;Royal Faction;;;;;;;;;;;;;
ASM_liberal;The Liberal Faction;;;;;;;;;;;;;
ASM_reactionary;The Nationalist Faction;;;;;;;;;;;;;
ASM_anarcho_liberal;The Radical Faction;;;;;;;;;;;;;
ASM_socialist;The Socialist Faction;;;;;;;;;;;;;
ASM_communist;The Communist Faction;;;;;;;;;;;;;
ASM_fascist;The Fascist Faction;;;;;;;;;;;;;
ASY;Assyria;;;;;;;;;;;;;
ASY_ADJ;Assyrian;;;;;;;;;;;;;
ASY_french_bourbon;Aramaea;;;;;;;;;;;;;
ASY_french_bourbon_ADJ;Aramaic;;;;;;;;;;;;;
ATR;Asturias;Asturias;Asturias;;Asturias;;;;;;;;;
ATR_ADJ;Asturian;Asturien;Asturisch;;Asturiano;;;;;;;;;
ATR_conservative;Partido Moderado;Partido Moderado;Partido Moderado;;;;;;;;;;;
ATR_liberal;Partido Progresista;Partido Progresista;Partido Progresista;;;;;;;;;;;
ATR_reactionary;ComuniÛn Carlista;ComuniÛn Carlista;ComuniÛn Carlista;;;;;;;;;;;
ATR_socialist;Partido Socialista;Partido Socialista;Partido Socialista;;;;;;;;;;;
ATR_communist;FederaciÛn Regional;FederaciÛn Regional;FederaciÛn Regional;;;;;;;;;;;
ATR_anarcho_liberal;Partido Radical;Partido Radical;Partido Radical;;;;;;;;;;;
ATR_fascist;Falange;Falange;Falange;;;;;;;;;;;
BAH;Bahia;;;;;;;;;;;;;
BAH_ADJ;Bahian;;;;;;;;;;;;;
BAH_liberal;Partido Liberal;Partido Liberal;Partido Liberal;;;;;;;;;;;
BAH_conservative;Partido Conservador;Partido Conservador;Partido Conservador;;;;;;;;;;;
BAH_reactionary;Partido Caramuru;Partido Caramuru;Partido Caramuru;;;;;;;;;;;
BAH_conservative_2;Partido Paulista;Partido Paulista;Partido Paulista;;;;;;;;;;;
BAH_liberal_2;Partido Carioca;Partido Carioca;Partido Carioca;;;;;;;;;;;
BAH_anarcho_liberal;Partido Radical;Partido Radical;Partido Radical;;;;;;;;;;;
BAH_socialist;Partido Socialist;Partido socialiste;Partido Socialist;;;;;;;;;;;
BAH_communist;Partido Communist;Partido communiste;Partido Communist;;;;;;;;;;;
BAH_fascist;Partido Fascist;Partido fasciste;Partido Fascist;;;;;;;;;;;
BAN;Banat;;;;;;;;;;;;;
BAN_democracy;Banat Republic;;;;;;;;;;;;;
BAN_ADJ;Banati;;;;;;;;;;;;;
BAN_conservative;The Conservatives;Faction royale;Kˆnigsfraktion;;;;;;;;;;;
BAN_liberal;The Liberals;Faction libÈrale;Die liberale Fraktion;;;;;;;;;;;
BAN_reactionary;The Royalist Faction;Faction nationaliste;Die nationalistische Fraktion;;;;;;;;;;;
BAN_anarcho_liberal;The Libertains;Faction radicale;Die radikale Fraktion;;;;;;;;;;;
BAN_socialist;The Socialists;Faction socialiste;Die sozialistische Fraktion;;;;;;;;;;;
BAN_communist;The Communists;Faction communiste;Die kommunistische Fraktion;;;;;;;;;;;
BAN_fascist;The Nationalist Faction;Faction fasciste;Die faschistische Fraktion;;;;;;;;;;;
BAR;Barbados;;;;;;;;;;;;;
BAR_ADJ;Barbadian;;;;;;;;;;;;;
BHM;Bahamas;;;;;;;;;;;;;
BHM_ADJ;Bahamian;;;;;;;;;;;;;
BHR;Bahrain;;;;;;;;;;;;;
BHR_ADJ;Bahraini;;;;;;;;;;;;;
BHR_reactionary;Hizb al-Hashemiyya al-Urduni;;;;;;;;;;;;;
BHR_conservative;Al-Khalifah;;;;;;;;;;;;;
BHR_liberal;Yasari-d-al-Dimaqrati al-Urduni;;;;;;;;;;;;;
BHR_anarcho_liberal;Al Anarkiliberali;;;;;;;;;;;;;
BHR_socialist;Hizb al-Baath al-Ishtiraki al-Urduni;;;;;;;;;;;;;
BHR_communist;Al-Hizb al-Shuyui al-Urduni;;;;;;;;;;;;;
BHR_fascist;Hizb al-Mustaqbal;;;;;;;;;;;;;
BIH;Bihar;;;;;;;;;;;;;
BIH_ADJ;Bihari;;;;;;;;;;;;;
BIH_french_bourbon;Bihari People's Republic;;;;;;;;;;;;;
BIH_conservative;Lok Janshakti Party;;;;;;;;;;;;;
BIH_liberal;Samata Party;;;;;;;;;;;;;
BIH_reactionary;Bihar Vikas;;;;;;;;;;;;;
BIH_anarcho_liberal;Bihari Radical Party;;;;;;;;;;;;;
BIH_socialist;Janata Dal;;;;;;;;;;;;;
BIH_communist;Bihari Communist Party;;;;;;;;;;;;;
BIH_fascist;Bihari Fascist Party;;;;;;;;;;;;;
TMR;Timor;;;;;;;;;;;;;
TMR_ADJ;Timorese;;;;;;;;;;;;;
TMR_absolute_monarchy;Wehali;;;;;;;;;;;;;
BKV;Bukovina;;;;;;;;;;;;;
BKV_ADJ;Bukovinian;;;;;;;;;;;;;
BLC;Baluchistan;;;;;;;;;;;;;
BLC_ADJ;Baluchi;;;;;;;;;;;;;
BLZ;Belize;;;;;;;;;;;;;
BLZ_ADJ;Belizean;;;;;;;;;;;;;
BNG;Bangladesh;;;;;;;;;;;;;
BNG_ADJ;Bangladeshi;;;;;;;;;;;;;
BNG_absolute_monarchy;Bengal;;;;;;;;;;;;;
BNG_absolute_monarchy_ADJ;Bengali;;;;;;;;;;;;;
BNG_prussian_constitutionalism;Bengal;;;;;;;;;;;;;
BNG_prussian_constitutionalism_ADJ;Bengali;;;;;;;;;;;;;
BNG_hms_government;Bengal;;;;;;;;;;;;;
BNG_hms_government_ADJ;Bengali;;;;;;;;;;;;;
BNG_french_bourbon;Bengali People's Republic;;;;;;;;;;;;;
BNG_conservative;Awami League;;;;;;;;;;;;;
BNG_liberal;Liberal Democratic Party;;;;;;;;;;;;;
BNG_reactionary;Jamaat-e-Islami;;;;;;;;;;;;;
BNG_anarcho_liberal;The Radical Faction;;;;;;;;;;;;;
BNG_socialist;Jatiyo Samajtantrik Dal;;;;;;;;;;;;;
BNG_communist;Bengali Communist Party;;;;;;;;;;;;;
BNG_fascist;Jatiya Party;;;;;;;;;;;;;
BRT;Brittany;;;;;;;;;;;;;
BRT_ADJ;Breton;;;;;;;;;;;;;
BRT_fascist;PNB;;;;;;;;;;;;;
BRT_reactionary;Strollad Broadelour;;;;;;;;;;;;;
BRT_communist;Strollad Komunist;;;;;;;;;;;;;
BRT_socialist;Unvaniezh Demokratel;;;;;;;;;;;;;
BRT_liberal;Strollad Liberal;;;;;;;;;;;;;
BRT_anarcho_liberal;Strollad Radical;;;;;;;;;;;;;
BRT_conservative;Strollad Mirour;;;;;;;;;;;;;
BRU_ADJ;Bruneian;;;;;;;;;;;;;
BSQ;Navarre;;;;;;;;;;;;;
BSQ_ADJ;Basque;;;;;;;;;;;;;
BSQ_socialist;Abertzale Ekintza;;;;;;;;;;;;;
BSQ_conservative;Alderdi Jeltzalea;;;;;;;;;;;;;
BSQ_liberal;Alderdi Abertzale Errepublikanoa;;;;;;;;;;;;;
BSQ_reactionary;Alderdi Monarkiko;;;;;;;;;;;;;
BSQ_communist;Mugimendu Komunista;;;;;;;;;;;;;
BSQ_fascist;Euskadi Ta Askatasuna;;;;;;;;;;;;;
BSQ_anarcho_liberal;Alderdi Anarkiazale;;;;;;;;;;;;;
BSQ_french_bourbon;Euskadi;;;;;;;;;;;;;
CAR;Central African Republic;;;;;;;;;;;;;
CAR_ADJ;Central African;;;;;;;;;;;;;
CAR_french_bourbon;Central African Empire;;;;;;;;;;;;;
CAR_absolute_monarchy;Central African Empire;;;;;;;;;;;;;
CAR_prussian_constitutionalism;Ubangi-Chari;;;;;;;;;;;;;
CAR_prussian_constitutionalism_ADJ;Ubangi;;;;;;;;;;;;;
CAR_hms_government;Ubangi-Chari;;;;;;;;;;;;;
CAR_hms_government_ADJ;Ubangi;;;;;;;;;;;;;
CAR_liberal;Republican Progressive Party;;;;;;;;;;;;;
CAR_conservative;Democratic Union;;;;;;;;;;;;;
CAR_socialist;MLPC;;;;;;;;;;;;;
CAR_reactionary;MESAN;;;;;;;;;;;;;
CAR_anarcho_liberal;MEDAC;;;;;;;;;;;;;
CAR_communist;MDI;;;;;;;;;;;;;
CAR_fascist;Patriotic Front;;;;;;;;;;;;;
CGO;Congo;;;;;;;;;;;;;
CGO_ADJ;Congolese;;;;;;;;;;;;;
CGO_french_bourbon;People's Republic of the Congo;;;;;;;;;;;;;
CGO_liberal;MCDDI;;;;;;;;;;;;;
CGO_anarcho_liberal;Union for Democratic Renewal;;;;;;;;;;;;;
CGO_conservative;UDDIA;;;;;;;;;;;;;
CGO_reactionary;Party of Unity, Work and Progress;;;;;;;;;;;;;
CGO_socialist;Congolese Progressive Party;;;;;;;;;;;;;
CGO_communist;Congolese Party of Labor;;;;;;;;;;;;;
CGO_fascist;Friendly Union for Complete Change;;;;;;;;;;;;;
CHD;Chad;;;;;;;;;;;;;
CHD_ADJ;Chadian;;;;;;;;;;;;;
CHD_liberal;Republican Union;;;;;;;;;;;;;
CHD_conservative;Democratic Union;;;;;;;;;;;;;
CHD_socialist;Independent Socialist Party;;;;;;;;;;;;;
CHD_reactionary;Patriotic Salvation Movement;;;;;;;;;;;;;
CHD_anarcho_liberal;Federation, Action for the Republic;;;;;;;;;;;;;
CHD_communist;Progressive Party;;;;;;;;;;;;;
CHD_fascist;National Union for Reform;;;;;;;;;;;;;
CHI_presidential_dictatorship;The Yuan Republic;;;;;;;;;;;;;
CHI_french_bourbon;The Yuan Republic;;;;;;;;;;;;;
CHI_democracy;The Yuan Republic;;;;;;;;;;;;;
CHI_absolute_monarchy;The Great Yuan;;;;;;;;;;;;;
CHI_prussian_constitutionalism;The Great Yuan;;;;;;;;;;;;;
CHI_elective_monarchy_oligarchy;The Great Yuan;;;;;;;;;;;;;
CHI_hms_government;The Great Yuan;;;;;;;;;;;;;
CHI_khanate;The Great Yuan;;;;;;;;;;;;;
CHI;The Great Yuan;;;;;;;;;;;;;
CHI_ADJ;Yuan;;;;;;;;;;;;;
GER_presidential_dictatorship;Germany;;;;;;;;;;;;;
GER_french_bourbon;Germany;;;;;;;;;;;;;
GER_democracy;Germany;;;;;;;;;;;;;
GER_absolute_monarchy;The Kingdom of Germany;;;;;;;;;;;;;
CHO;Chugoku;;;;;;;;;;;;;
CHO_ADJ;Chugokuan;;;;;;;;;;;;;
CHO_absolute_monarchy;Choshu;;;;;;;;;;;;;
CHO_prussian_constitutionalism;Choshu;;;;;;;;;;;;;
CHO_hms_government;Choshu;;;;;;;;;;;;;
CHO_absolute_monarchy_ADJ;Mori;;;;;;;;;;;;;
CHO_prussian_constitutionalism_ADJ;Mori;;;;;;;;;;;;;
CHO_hms_government_ADJ;Mori;;;;;;;;;;;;;
POR_conservative;Cartismo;;;;;;;;;;;;;
CHP;Chiapas;;;;;;;;;;;;;
CHP_ADJ;Chiapan;;;;;;;;;;;;;
CHP_liberal;Partido Liberal;Partido Liberal;Partido Liberal;;;;;;;;;;;
CHP_socialist;Partido Socialista;Partido Socialista;Partido Socialista;;;;;;;;;;;
CHP_conservative;Partido Estadista Republicano;Partido Estadista Republicano;Partido Estadista Republicano;;;;;;;;;;;
CHP_anarcho_liberal;Partido Anarchista;Partido Anarchista;Partido Anarchista;;;;;;;;;;;
CHP_communist;Partido Comunista;Partido Comunista;Partido Comunista;;;;;;;;;;;
CHP_fascist;Partido Nacionalista;Partido Nacionalista;Partido Nacionalista;;;;;;;;;;;
CHP_reactionary;UniÛn Republicana;UniÛn Republicana;UniÛn Republicana;;;;;;;;;;;
CIR;Circassia;;;;;;;;;;;;;
CIR_ADJ;Circassian;;;;;;;;;;;;;
CIR_liberal;Partiye Libyeral;;;;;;;;;;;;;
CIR_conservative;Partiye Wuhumenig;;;;;;;;;;;;;
CIR_socialist;Partiye Sotsialist;;;;;;;;;;;;;
CIR_reactionary;Partiye Natsiya;;;;;;;;;;;;;
CIR_anarcho_liberal;Partiye Fit Bedzer;;;;;;;;;;;;;
CIR_communist;Partiye Zefediz;;;;;;;;;;;;;
CIR_fascist;Partiye Lepqh;;;;;;;;;;;;;
CLC;Cilicia;;;;;;;;;;;;;
CLC_ADJ;Cilician;;;;;;;;;;;;;
CLM_french_bourbon;Gran Colombia;;;;;;;;;;;;;
CLM_absolute_monarchy;New Granada;;;;;;;;;;;;;
CLM_prussian_constitutionalism;New Granada;;;;;;;;;;;;;
CLM_hms_government;New Granada;;;;;;;;;;;;;
CMR;Cameroon;;;;;;;;;;;;;
CMR_ADJ;Cameroonian;;;;;;;;;;;;;
CMR_liberal;Progressive Movement;;;;;;;;;;;;;
CMR_conservative;Cameroon Democratic Union;;;;;;;;;;;;;
CMR_socialist;Social Democratic Front;;;;;;;;;;;;;
CMR_reactionary;Cameroonian National Union;;;;;;;;;;;;;
CMR_anarcho_liberal;National Union for Democracy and Progress;;;;;;;;;;;;;
CMR_communist;Union of the Peoples of Cameroon;;;;;;;;;;;;;
CMR_fascist;Grouping of Patriotic Forces;;;;;;;;;;;;;
CPL;Congress Poland;Royaume du Congres;Kongresspolen;;Zarato de Polonia;;;;;;;;;
CPL_ADJ;Polish;Polonais;Polnisch;;Polaca;;;;;;;;;
CPL_fascist_dictatorship;Duchy Of Warsaw;;;;;;;;;;;;;
CRS;Corsica;;;;;;;;;;;;;
CRS_ADJ;Corsican;;;;;;;;;;;;;
